wp1,wp2,wp3,wp4,wp5,wp6,wp7
0.19,0.513,0.079,0.127,0.202,0.224,0.253
0.206,0.381,0.01,0.132,0.116,0.25,0.253
0.175,0.307,0,0.044,0.192,0.197,0.051
0.145,0.27,0,0.011,0.162,0.118,0.025
0.15,0.28,0.01,0.072,0.192,0,0
0.155,0.164,0,0.055,0.197,0.013,0
0.07,0.063,0,0.011,0.162,0.066,0
0.045,0.048,0,0,0.137,0.026,0.076
0.025,0.021,0,0,0.101,0.026,0.076
0.005,0.011,0,0,0.142,0.013,0.051
0.06,0.037,0,0,0.152,0.013,0
0.095,0.079,0,0,0.152,0,0
0.09,0.069,0,0,0.167,0.013,0
0.12,0.016,0,0,0.096,0,0
0.206,0,0.03,0.055,0.025,0.066,0
0.271,0.016,0.079,0.121,0.03,0.118,0
0.236,0.085,0.069,0.231,0.035,0.132,0.025
0.17,0.069,0.049,0.176,0.056,0.184,0.278
0.14,0.016,0.168,0.116,0.076,0.171,0.152
0.095,0,0.375,0.083,0.091,0.145,0.101
0.025,0,0.198,0.011,0.056,0.053,0.051
0.03,0,0.069,0,0.015,0.026,0
0.02,0.005,0.01,0,0.005,0,0
0.01,0.037,0,0,0.015,0,0
0.005,0.18,0,0,0,0.013,0
0,0.291,0,0,0,0.053,0.051
0,0.365,0.04,0,0,0.066,0.177
0,0.323,0.138,0,0,0.039,0.253
0,0.249,0.208,0,0,0.039,0.328
0,0.201,0.148,0,0,0.053,0.278
0,0.18,0.148,0.011,0,0.105,0.253
0.02,0.196,0.277,0.072,0,0.184,0.303
0.13,0.254,0.158,0.16,0,0.25,0.354
0.221,0.365,0.306,0.165,0,0.211,0.429
0.201,0.402,0.623,0.264,0,0.342,0.556
0.251,0.524,0.919,0.369,0.01,0.5,0.606
0.326,0.534,0.968,0.474,0.025,0.566,0.657
0.376,0.593,0.958,0.364,0.04,0.395,0.505
0.396,0.656,0.86,0.259,0.056,0.342,0.404
0.366,0.677,0.879,0.287,0.035,0.447,0.505
0.501,0.624,0.781,0.452,0.061,0.421,0.455
0.702,0.471,0.662,0.65,0.101,0.632,0.631
0.792,0.376,0.8,0.689,0.324,0.461,0.657
0.667,0.376,0.366,0.672,0.298,0.632,0.833
0.566,0.365,0.682,0.634,0.248,0.632,0.758
0.581,0.354,0.711,0.435,0.273,0.539,0.631
0.411,0.381,0.474,0.419,0.339,0.408,0.48
0.376,0.275,0.395,0.303,0.334,0.342,0.379
0.236,0.344,0.583,0.292,0.162,0.316,0.202
0.185,0.481,0.573,0.314,0.051,0.171,0.328
0.211,0.481,0.375,0.193,0.248,0.447,0.833
0.155,0.508,0.306,0.336,0.718,0.724,0.707
0.316,0.55,0.227,0.369,0.809,0.447,0.53
0.281,0.651,0.346,0.171,0.819,0.25,0.328
0.261,0.582,0.721,0.231,0.597,0.197,0.354
0.281,0.556,0.692,0.342,0.48,0.197,0.253
0.301,0.423,0.385,0.325,0.44,0.197,0.253
0.19,0.27,0.316,0.375,0.238,0.237,0.253
0.145,0.228,0.494,0.358,0.101,0.263,0.379
0.19,0.175,0.86,0.375,0.051,0.382,0.379
0.195,0.122,0.958,0.43,0.035,0.263,0.278
0.251,0.079,0.919,0.27,0.03,0.237,0.227
0.231,0.063,0.889,0.193,0.051,0.197,0.177
0.291,0.032,0.87,0.242,0.046,0.158,0
0.341,0.042,0.425,0.028,0.025,0.066,0.101
0.371,0.005,0.445,0.187,0.046,0.171,0.48
0.276,0,0.553,0.039,0.02,0.25,0.556
0.672,0,0.543,0.11,0.01,0.25,0.682
0.206,0,0.711,0.248,0.02,0.382,0.505
0.341,0,0.613,0.314,0.025,0.329,0.354
0.236,0,0.672,0.105,0.051,0,0.328
0.271,0,0.455,0.116,0.035,0,0.404
0.296,0,0.435,0.193,0,0,0.354
0.286,0,0.287,0.16,0.056,0,0.404
0.291,0,0.287,0.132,0.025,0,0.48
0.331,0,0.247,0.204,0,0,0.379
0.246,0,0.336,0.187,0,0.013,0.354
0.226,0,0.237,0.209,0,0.013,0.379
0.221,0,0.168,0.281,0,0.013,0.328
0.251,0.005,0.128,0.264,0.02,0.013,0.303
0.236,0.016,0.208,0.298,0.015,0.013,0.278
0.206,0.021,0.237,0.193,0.015,0.013,0.303
0.15,0.021,0.366,0.149,0.005,0.013,0.227
0.1,0.011,0.395,0.11,0.061,0.013,0.278
0.055,0,0.435,0.11,0.005,0.013,0.253
0.085,0,0.662,0.132,0.03,0,0.202
0.15,0,0.405,0.248,0.096,0,0.227
0.175,0,0.267,0.369,0.071,0,0.152
0.12,0.021,0.395,0.325,0.04,0.013,0.202
0.135,0.037,0.385,0.38,0.101,0.013,0.278
0.15,0.032,0.306,0.43,0.207,0.013,0.177
0.286,0.058,0.375,0.38,0.202,0.039,0.101
0.19,0.048,0.632,0.226,0.263,0,0.152
0.14,0.233,0.514,0.11,0.293,0,0.126
0.231,0.614,0.277,0.121,0.207,0,0.429
0.125,0.672,0.464,0.237,0.217,0,0.581
0.221,0.566,0.553,0.264,0.298,0,0.682
0.266,0.577,0.623,0.298,0.243,0,0.758
0.261,0.571,0.652,0.65,0.339,0,0.859
0.185,0.54,0.632,0.65,0.273,0,0.833
0.276,0.519,0.593,0.601,0.217,0,0.833
0.376,0.534,0.573,0.523,0.354,0,0.808
0.461,0.593,0.613,0.518,0.273,0,0.758
0.376,0.598,0.494,0.441,0.324,0,0.631
0.296,0.545,0.534,0.331,0.298,0,0.657
0.321,0.503,0.267,0.38,0.253,0,0.505
0.301,0.577,0.296,0.408,0.192,0,0.505
0.416,0.746,0.445,0.402,0.096,0,0.505
0.376,0.772,0.385,0.501,0.182,0,0.505
0.536,0.656,0.198,0.518,0.319,0.092,0.53
0.566,0.534,0.198,0.628,0.329,0,0.657
0.617,0.466,0.217,0.683,0.354,0,0.707
0.561,0.497,0.188,0.667,0.42,0,0.556
0.632,0.577,0.178,0.617,0.308,0.25,0.53
0.667,0.661,0.168,0.601,0.42,0.408,0.48
0.617,0.735,0.099,0.518,0.516,0.171,0.48
0.571,0.635,0.069,0.441,0.672,0.303,0.404
0.481,0.513,0.02,0.303,0.819,0.184,0.227
0.256,0.524,0,0.094,0.844,0.132,0.202
0.301,0.439,0.01,0.044,0.642,0.105,0.253
0.311,0.381,0.01,0.028,0.551,0.079,0.253
0.271,0.259,0.02,0.022,0.703,0.039,0.328
0.241,0.18,0,0.028,0.677,0.013,0.076
0.216,0.169,0,0.055,0.556,0.026,0.025
0.226,0.111,0,0.017,0.465,0.053,0
0.226,0.085,0,0.011,0.359,0.026,0
0.221,0.095,0,0,0.293,0.026,0
0.145,0.069,0,0,0.258,0.026,0
0.075,0.005,0,0,0.243,0.013,0
0.04,0,0,0,0.157,0,0
0.015,0.021,0,0,0.071,0,0
0,0.053,0.01,0,0.076,0,0
0,0.074,0.059,0,0.081,0.026,0.076
0,0.122,0.178,0,0.046,0.079,0.126
0,0.175,0.316,0.039,0.04,0.092,0.076
0,0.233,0.237,0.061,0.046,0.079,0.051
0.025,0.212,0.267,0.138,0.121,0.066,0.025
0.015,0.206,0.346,0.066,0.086,0.053,0.025
0.03,0.296,0.346,0.061,0.111,0.105,0.076
0.065,0.333,0.573,0.143,0.091,0.118,0.076
0.18,0.291,0.652,0.242,0.051,0.211,0.227
0.296,0.455,0.919,0.512,0.02,0.382,0.581
0.556,0.429,0.958,0.59,0,0.539,0.758
0.647,0.481,0.958,0.727,0,0.658,0.859
0.742,0.524,0.919,0.909,0.116,0.75,0.833
0.717,0.608,0.968,0.97,0.349,0.724,0.859
0.566,0.757,0.968,0.81,0.41,0.605,0.859
0.496,0.751,0.791,0.804,0.389,0.671,0.657
0.516,0.54,0.85,0.843,0.794,0.671,0.808
0.586,0.635,0.968,0.843,0.935,0.684,0.909
0.837,0.688,0.958,0.898,0.945,0.697,0.934
0.737,0.519,0.968,0.937,0.94,0.684,0.934
0.857,0.619,0.968,0.937,0.925,0.697,0.934
0.887,0.556,0.978,0.942,0.945,0.684,0.96
0.917,0.656,0.978,0.915,0.89,0.697,0.909
0.882,0.725,0.978,0.865,0.839,0.711,0.934
0.847,0.735,0.978,0.909,0.859,0.711,0.96
0.842,0.672,0.978,0.926,0.935,0.737,0.96
0.932,0.534,0.978,0.953,0.956,0.816,0.934
0.937,0.349,0.968,0.964,0.95,0.855,0.909
0.907,0.45,0.968,0.959,0.95,0.868,0.934
0.927,0.635,0.958,0.948,0.935,0.855,0.934
0.722,0.561,0.929,0.953,0.93,0.829,0.934
0.702,0.397,0.771,0.937,0.935,0.842,0.934
0.717,0.28,0.563,0.882,0.956,0.776,0.808
0.637,0.212,0.445,0.755,0.94,0.566,0.707
0.526,0.095,0.287,0.617,0.935,0.526,0.732
0.381,0.037,0.296,0.402,0.92,0.25,0.303
0.291,0,0.514,0.171,0.794,0.224,0.682
0.201,0.032,0.692,0.16,0.758,0.382,0.354
0.18,0.101,0.553,0.165,0.819,0.197,0.152
0.185,0.153,0.227,0.088,0.718,0.079,0.076
0.185,0.164,0.119,0.033,0.718,0.092,0.429
0.16,0.254,0.059,0.022,0.516,0.342,0.404
0.105,0.323,0.03,0.149,0.516,0.303,0.278
0.075,0.444,0.099,0.044,0.369,0.132,0.101
0.085,0.487,0.198,0.044,0.349,0.105,0.076
0.075,0.503,0.257,0.154,0.202,0.145,0.101
0.125,0.487,0.277,0.369,0.197,0.197,0.177
0.236,0.444,0.257,0.523,0.263,0.395,0.429
0.216,0.328,0.306,0.628,0.177,0.526,0.455
0.251,0.206,0.326,0.479,0.025,0.421,0.278
0.266,0.159,0.326,0.446,0,0.421,0.303
0.371,0.127,0.287,0.446,0.051,0.474,0.379
0.441,0.069,0.395,0.463,0.126,0.539,0.556
0.401,0.048,0.464,0.567,0.187,0.632,0.732
0.426,0.095,0.494,0.788,0.511,0.763,0.808
0.431,0.254,0.563,0.86,0.546,0.816,0.808
0.396,0.254,0.662,0.86,0.313,0.789,0.859
0.336,0.275,0.711,0.86,0.121,0.789,0.833
0.316,0.212,0.721,0.771,0.111,0.829,0.833
0.301,0.254,0.613,0.893,0.177,0.776,0.631
0.321,0.243,0.128,0.656,0.258,0.737,0.303
0.18,0.243,0.346,0.353,0.258,0.276,0.253
0.07,0.328,0.425,0.347,0.192,0.25,0.379
0.16,0.36,0.415,0.275,0.142,0.158,0.404
0.14,0.333,0.128,0.094,0.152,0.039,0.177
0.035,0.302,0.128,0.017,0.228,0.053,0.025
0,0.222,0.03,0,0.425,0.026,0
0,0.201,0,0,0.541,0,0
0,0.201,0.01,0,0.324,0,0
0,0.127,0,0,0.182,0,0
0,0.042,0,0,0.096,0,0
0,0.011,0,0,0.121,0,0
0,0.021,0,0,0.046,0,0
0,0.069,0.01,0,0,0,0
0,0.026,0.02,0.017,0,0,0
0,0.101,0.059,0.116,0,0.039,0
0,0.09,0.059,0.143,0,0.079,0
0,0.116,0.03,0.127,0,0.145,0.025
0.005,0.143,0.04,0.154,0,0.289,0.328
0.115,0.275,0.04,0.11,0,0.237,0.404
0.246,0.259,0.01,0.138,0,0.145,0.354
0.226,0.307,0,0.182,0,0.237,0.278
0.185,0.259,0.01,0.121,0,0.237,0.379
0.251,0.222,0.059,0.088,0,0.145,0.404
0.336,0.228,0.375,0.05,0.005,0.158,0.328
0.281,0.222,0.761,0,0.02,0.105,0.177
0.195,0.201,0.593,0,0.283,0.066,0.076
0.13,0.101,0.593,0.011,0.379,0.039,0.025
0.095,0.048,0.395,0,0.415,0.053,0
0.055,0.048,0.316,0.006,0.516,0.013,0.051
0.025,0.037,0.326,0,0.45,0.053,0.076
0.09,0.005,0.366,0.039,0.298,0.105,0.025
0.075,0,0.198,0.077,0.172,0.053,0
0.06,0,0.168,0.022,0.217,0.105,0
0.065,0,0.128,0.006,0.177,0.039,0.025
0.055,0.005,0.168,0,0.298,0,0
0.035,0.058,0.128,0,0.233,0,0
0.035,0.09,0.049,0,0.121,0.013,0
0.02,0.111,0.049,0.022,0.046,0.039,0
0.01,0.09,0.03,0.066,0.035,0.079,0
0.06,0.159,0.02,0.16,0.061,0.171,0.126
0.105,0.169,0.128,0.369,0.116,0.316,0.227
0.135,0.217,0.198,0.54,0.071,0.342,0.278
0.221,0.603,0.247,0.551,0.126,0.461,0.429
0.361,0.593,0.217,0.617,0.142,0.539,0.48
0.561,0.772,0.138,0.645,0.293,0.5,0.48
0.406,0.757,0.287,0.634,0.475,0.566,0.581
0.251,0.757,0.296,0.76,0.475,0.711,0.783
0.286,0.82,0.306,0.898,0.349,0.842,0.934
0.566,0.82,0.257,0.909,0.233,0.855,0.934
0.596,0.862,0.267,0.909,0.46,0.855,0.934
0.767,0.847,0.543,0.782,0.875,0.737,0.859
0.647,0.799,0.445,0.634,0.667,0.553,0.657
0.521,0.698,0.405,0.54,0.804,0.487,0.606
0.366,0.619,0.405,0.463,0.88,0.5,0.556
0.321,0.587,0.336,0.446,0.814,0.421,0.581
0.336,0.598,0.158,0.446,0.809,0.434,0.53
0.341,0.481,0.119,0.435,0.576,0.447,0.505
0.326,0.63,0.069,0.479,0.455,0.461,0.606
0.346,0.608,0.069,0.518,0.197,0.605,0.682
0.251,0.545,0.03,0.579,0.071,0.658,0.732
0.316,0.651,0.03,0.755,0.142,0.684,0.758
0.762,0.651,0.099,0.777,0.339,0.697,0.808
0.807,0.614,0.198,0.766,0.44,0.75,0.783
0.707,0.571,0.188,0.727,0.667,0.632,0.732
0.692,0.593,0.178,0.667,0.748,0.474,0.581
0.682,0.577,0.119,0.639,0.662,0.487,0.48
0.476,0.45,0.069,0.512,0.733,0.408,0.429
0.306,0.392,0.04,0.303,0.809,0.237,0.303
0.231,0.503,0.03,0.138,0.799,0.079,0.076
0.125,0.444,0.02,0.05,0.672,0.039,0.025
0.135,0.275,0.079,0.028,0.465,0.026,0.025
0.221,0.19,0.079,0.022,0.521,0.013,0
0.296,0.228,0.099,0.006,0.576,0,0
0.261,0.217,0.158,0,0.495,0,0
0.206,0.143,0.148,0,0.404,0,0
0.16,0.169,0.158,0,0.273,0,0
0.12,0.153,0.148,0.006,0.228,0.026,0
0.08,0.09,0.168,0.088,0.167,0.053,0.051
0.075,0.063,0.217,0.143,0.096,0.079,0.025
0.05,0.042,0.158,0.094,0.096,0.066,0
0.03,0.005,0.119,0.132,0.056,0.079,0.101
0.04,0.037,0.138,0.099,0.025,0.092,0.101
0.005,0.058,0.247,0.061,0,0.079,0.025
0,0.085,0.445,0.083,0,0.105,0.051
0,0.069,0.445,0.072,0,0.132,0.025
0,0.026,0.326,0.033,0,0.066,0.051
0,0.058,0.227,0.143,0,0.171,0.126
0.025,0.111,0.336,0.259,0,0.145,0.101
0.05,0.111,0.217,0.121,0,0.066,0.051
0.055,0.048,0.079,0.11,0.051,0.053,0.025
0.09,0.021,0,0.017,0.116,0.039,0.025
0.035,0.021,0,0,0.015,0.013,0
0,0.053,0,0,0,0,0
0,0.058,0.03,0,0.01,0,0
0.005,0.058,0.04,0,0.03,0.013,0
0.04,0.021,0.04,0,0.061,0.026,0
0.03,0.005,0.03,0.022,0.061,0.079,0.076
0.02,0,0.02,0.05,0.076,0.118,0.101
0.03,0,0,0.028,0.056,0.105,0.076
0.015,0,0,0.077,0.101,0.105,0.152
0,0.016,0,0.088,0.111,0.079,0.101
0,0.074,0.02,0.11,0.106,0.092,0.025
0,0.169,0.099,0.127,0.111,0.145,0.379
0.075,0.185,0.119,0.391,0.081,0.526,0.682
0.251,0.228,0.089,0.424,0.066,0.553,0.606
0.356,0.196,0.069,0.545,0.066,0.645,0.808
0.226,0.185,0.138,0.606,0.046,0.658,0.783
0.226,0.159,0.277,0.755,0.015,0.803,0.808
0.296,0.116,0.484,0.705,0.01,0.711,0.833
0.321,0.09,0.702,0.606,0.02,0.684,0.732
0.461,0.095,0.613,0.606,0.015,0.658,0.556
0.546,0.058,0.504,0.595,0.04,0.684,0.53
0.591,0.106,0.435,0.523,0.111,0.618,0.682
0.667,0.132,0.455,0.485,0.142,0.461,0.581
0.546,0.127,0.425,0.314,0.182,0.447,0.429
0.426,0.233,0.375,0.242,0.101,0.408,0.379
0.271,0.333,0.237,0.138,0.101,0.263,0.328
0.17,0.286,0.198,0.105,0.061,0.276,0.101
0.11,0.185,0.188,0.044,0.091,0.171,0.025
0.15,0.101,0.168,0.077,0.111,0.197,0.076
0.12,0.079,0.168,0.143,0.116,0.224,0.126
0.256,0.063,0.158,0.165,0.111,0.303,0.076
0.115,0.042,0.099,0.165,0.172,0.092,0.126
0.085,0.021,0.059,0.198,0.303,0.303,0.152
0.115,0.032,0.069,0.259,0.389,0.132,0.177
0.19,0.037,0.109,0.353,0.44,0.263,0.177
0.241,0,0.119,0.264,0.46,0.25,0.126
0.13,0.005,0.326,0.061,0.243,0.145,0.202
0.095,0,0.464,0.055,0.131,0.092,0.227
0.05,0.005,0.326,0.11,0.137,0.053,0.152
0.04,0,0.267,0.055,0.096,0.039,0.101
0,0,0.326,0.072,0.096,0.039,0.101
0,0,0.306,0.121,0.101,0.053,0.051
0.04,0,0.306,0.083,0.035,0.132,0.025
0.09,0,0.306,0.017,0.02,0.079,0.051
0.05,0,0.198,0,0.056,0.026,0
0.055,0,0.237,0.022,0.025,0.039,0
0.1,0,0.227,0.088,0.04,0.039,0.025
0.11,0,0.178,0.193,0.04,0.105,0.025
0.135,0,0.198,0.11,0.03,0.171,0.025
0.125,0,0.227,0.028,0.01,0.145,0.051
0.035,0,0.188,0.05,0.015,0.132,0.101
0.015,0,0.208,0.083,0.005,0.079,0.101
0.025,0.026,0.277,0.105,0.076,0.224,0.253
0.06,0.101,0.326,0.055,0.197,0.237,0.227
0.1,0.069,0.296,0,0.187,0.224,0.328
0.135,0.026,0.435,0,0.126,0.158,0.278
0.291,0,0.613,0.05,0.111,0.211,0.303
0.311,0,0.741,0.061,0.04,0.263,0.303
0.311,0.032,0.642,0.099,0.035,0.184,0.253
0.241,0.09,0.534,0.22,0.051,0.25,0.303
0.211,0.122,0.583,0.242,0.086,0.145,0.303
0.206,0.138,0.603,0.27,0.167,0.276,0.354
0.236,0.153,0.573,0.154,0.157,0.276,0.278
0.15,0.164,0.553,0.143,0.187,0.158,0.202
0.206,0.201,0.623,0.187,0.222,0.211,0.227
0.246,0.106,0.721,0.121,0.324,0.237,0.303
0.471,0.016,0.672,0.331,0.425,0.382,0.48
0.707,0,0.662,0.49,0.612,0.461,0.606
0.637,0,0.83,0.402,0.708,0.408,0.505
0.446,0,0.87,0.292,0.516,0.329,0.253
0.341,0,0.879,0.287,0.49,0.263,0.379
0.336,0,0.82,0.314,0.45,0.224,0.354
0.321,0,0.751,0.38,0.404,0.211,0.227
0.256,0,0.909,0.358,0.379,0.211,0.126
0.13,0,0.949,0.298,0.47,0.224,0.101
0.065,0,0.949,0.209,0.637,0.224,0.076
0.085,0,0.958,0.138,0.693,0.158,0.076
0.11,0.074,0.968,0.072,0.738,0.105,0.025
0.14,0.275,0.909,0.143,0.617,0.118,0
0.336,0.365,0.8,0.132,0.556,0.079,0
0.326,0.376,0.731,0.16,0.48,0.066,0.025
0.231,0.333,0.731,0.259,0.536,0.118,0.051
0.195,0.333,0.751,0.215,0.435,0.171,0.101
0.18,0.365,0.751,0.198,0.334,0.197,0.152
0.206,0.354,0.692,0.242,0.293,0.237,0.177
0.236,0.333,0.721,0.275,0.384,0.263,0.202
0.241,0.233,0.741,0.231,0.313,0.329,0.227
0.251,0.201,0.543,0.231,0.293,0.289,0.202
0.211,0.159,0.474,0.198,0.288,0.224,0.177
0.185,0.085,0.346,0.132,0.278,0.132,0.152
0.221,0.011,0.296,0.105,0.278,0.211,0.177
0.135,0,0.277,0.143,0.222,0.276,0.152
0.125,0,0.356,0.154,0.192,0.211,0.152
0.135,0,0.375,0.138,0.212,0.118,0.126
0.115,0.005,0.208,0.132,0.253,0.105,0.076
0.095,0.005,0.247,0.154,0.248,0.158,0.076
0.09,0.037,0.178,0.149,0.222,0.211,0.101
0.065,0.069,0.227,0.149,0.253,0.171,0.101
0.045,0.063,0.326,0.105,0.319,0.145,0.101
0.04,0.074,0.306,0.072,0.298,0.211,0.253
0.065,0.074,0.296,0.033,0.324,0.184,0.227
0.04,0.074,0.257,0.083,0.288,0.132,0.177
0.02,0.079,0.188,0.121,0.308,0.145,0.126
0.06,0.127,0.267,0.121,0.283,0.184,0.126
0.07,0.164,0.296,0.072,0.288,0.171,0.126
0.065,0.095,0.247,0.094,0.258,0.105,0.126
0.025,0.053,0.306,0.198,0.273,0.053,0.101
0.005,0.016,0.326,0.149,0.222,0.118,0.101
0.01,0.005,0.375,0.039,0.233,0.145,0.253
0,0,0.395,0.033,0.283,0.145,0.278
0.005,0,0.375,0,0.202,0.158,0.253
0,0,0.405,0,0.233,0.066,0.152
0.015,0,0.366,0.006,0.207,0.066,0.076
0.005,0,0.198,0,0.172,0.079,0.051
0.085,0,0.069,0,0.167,0.039,0
0.175,0,0.099,0.006,0.147,0.092,0.051
0.125,0,0.168,0.011,0.106,0.079,0.076
0.08,0.016,0.168,0.017,0.081,0.079,0.076
0.06,0.037,0.168,0.05,0.051,0.132,0.076
0.05,0.063,0.277,0.028,0.056,0.158,0.101
0.085,0.053,0.326,0.006,0.056,0.132,0.152
0.105,0.016,0.366,0,0.076,0.092,0.152
0.13,0,0.287,0.022,0.116,0.132,0.126
0.19,0,0.198,0.127,0.142,0.066,0.101
0.195,0,0.277,0.209,0.142,0.079,0.076
0.14,0,0.227,0.083,0.162,0.105,0.101
0.1,0,0.247,0.044,0.131,0.092,0.051
0.08,0,0.336,0.061,0.111,0.118,0.051
0.085,0.005,0.415,0,0.187,0.132,0.051
0.1,0.037,0.435,0,0.182,0.092,0.051
0.065,0.069,0.306,0.011,0.142,0.039,0.051
0.055,0.095,0.217,0.017,0.137,0.026,0.025
0.055,0.127,0.267,0,0.182,0.026,0.025
0.08,0.175,0.296,0,0.233,0.026,0.025
0.09,0.116,0.217,0,0.303,0.013,0
0.075,0.148,0.148,0,0.293,0.013,0
0.05,0.138,0.099,0,0.253,0.026,0
0.025,0.164,0.089,0,0.207,0.013,0
0.005,0.254,0.03,0,0.177,0,0
0,0.217,0,0,0.187,0,0
0,0.365,0.01,0,0.147,0,0
0,0.455,0.02,0,0.081,0.026,0.025
0,0.413,0.03,0.017,0.066,0.053,0.025
0,0.497,0.059,0.006,0.091,0.039,0
0,0.556,0.059,0,0.071,0.026,0
0,0.545,0.069,0.006,0.056,0.013,0
0.06,0.487,0.069,0,0.051,0.026,0.025
0.12,0.444,0.04,0.022,0.015,0.145,0.126
0.01,0.503,0.059,0.16,0.005,0.158,0.202
0.035,0.407,0.089,0.253,0,0.237,0.278
0.015,0.444,0.158,0.375,0,0.329,0.404
0.04,0.524,0.247,0.54,0,0.5,0.556
0.241,0.497,0.296,0.683,0,0.526,0.53
0.446,0.492,0.247,0.551,0,0.434,0.505
0.581,0.556,0.257,0.518,0,0.329,0.404
0.642,0.635,0.306,0.375,0,0.303,0.278
0.491,0.603,0.346,0.408,0.005,0.5,0.53
0.326,0.646,0.405,0.375,0.051,0.539,0.631
0.386,0.593,0.346,0.369,0.005,0.566,0.581
0.637,0.577,0.375,0.501,0,0.5,0.48
0.707,0.519,0.455,0.446,0,0.421,0.354
0.556,0.481,0.672,0.512,0.02,0.526,0.505
0.642,0.508,0.751,0.683,0.081,0.776,0.758
0.717,0.434,0.85,0.771,0.086,0.789,0.783
0.797,0.37,0.889,0.832,0.212,0.842,0.808
0.782,0.402,0.929,0.865,0.364,0.842,0.808
0.822,0.307,0.909,0.893,0.43,0.855,0.833
0.817,0.228,0.919,0.898,0.389,0.868,0.859
0.772,0.233,0.919,0.931,0.379,0.868,0.833
0.732,0.222,0.899,0.959,0.263,0.842,0.884
0.772,0.164,0.968,0.942,0.248,0.855,0.833
0.722,0.127,0.978,0.909,0.303,0.855,0.833
0.727,0.159,0.968,0.904,0.359,0.855,0.833
0.742,0.238,0.87,0.893,0.556,0.829,0.758
0.762,0.275,0.702,0.777,0.672,0.711,0.707
0.732,0.307,0.741,0.749,0.637,0.618,0.631
0.632,0.222,0.751,0.579,0.723,0.526,0.53
0.566,0.175,0.741,0.408,0.693,0.434,0.48
0.436,0.175,0.83,0.325,0.632,0.237,0.354
0.266,0.217,0.81,0.231,0.576,0.145,0.152
0.17,0.111,0.751,0.127,0.586,0.079,0.076
0.105,0.026,0.603,0.05,0.586,0.053,0.076
0.095,0.026,0.524,0.028,0.551,0.053,0.126
0.085,0.032,0.514,0.055,0.597,0.118,0.152
0.085,0.053,0.356,0.121,0.541,0.145,0.126
0.075,0.069,0.227,0.061,0.369,0.079,0.051
0.015,0.032,0.158,0.022,0.268,0.066,0.025
0,0.005,0.128,0,0.359,0.053,0
0.01,0,0.178,0,0.339,0.053,0
0.01,0,0.227,0,0.243,0.026,0
0.025,0,0.208,0,0.303,0.026,0
0.025,0,0.227,0,0.334,0.013,0
0.005,0.005,0.247,0,0.349,0,0
0,0.021,0.316,0,0.248,0,0
0,0.005,0.148,0,0.182,0,0
0,0.026,0.089,0,0.101,0,0
0.005,0.037,0.02,0,0.106,0,0
0,0.085,0,0,0.046,0,0
0,0.106,0,0,0.005,0,0
0,0.106,0.01,0,0,0,0
0,0.106,0.02,0,0.005,0.013,0
0,0.09,0.119,0,0.046,0.039,0.025
0,0.143,0.148,0,0.071,0.013,0
0.005,0.153,0.178,0,0.096,0,0
0,0.175,0.178,0,0.157,0,0
0,0.079,0.237,0,0.137,0,0
0,0.18,0.158,0,0.096,0,0
0,0.233,0.178,0,0.137,0.013,0
0.025,0.169,0.148,0,0.111,0.026,0
0,0.138,0.168,0,0.101,0,0
0,0.159,0.158,0,0.096,0,0
0,0.153,0.119,0,0.116,0.026,0
0.02,0.212,0.188,0.006,0.096,0.026,0
0,0.206,0.208,0.006,0.121,0.053,0.025
0.015,0.053,0.356,0,0.111,0.079,0.076
0.075,0.116,0.227,0,0.096,0.118,0.101
0.09,0.27,0.267,0,0.096,0.105,0.101
0.08,0.222,0.543,0,0.137,0.092,0.051
0.095,0.349,0.702,0.011,0.157,0.171,0.177
0.301,0.36,0.81,0.154,0.101,0.329,0.53
0.396,0.243,0.958,0.402,0.187,0.592,0.631
0.491,0.328,0.939,0.722,0.217,0.671,0.707
0.466,0.243,0.87,0.694,0.202,0.711,0.884
0.581,0.249,0.86,0.738,0.162,0.737,0.909
0.596,0.201,0.909,0.744,0.121,0.737,0.884
0.612,0.222,0.87,0.771,0.101,0.711,0.859
0.576,0.243,0.721,0.766,0.056,0.697,0.859
0.617,0.27,0.771,0.76,0.01,0.684,0.783
0.602,0.254,0.692,0.777,0,0.671,0.758
0.581,0.201,0.711,0.782,0,0.671,0.556
0.516,0.206,0.692,0.782,0,0.618,0.606
0.441,0.175,0.662,0.755,0.03,0.618,0.631
0.496,0.201,0.504,0.716,0.308,0.579,0.455
0.531,0.196,0.395,0.738,0.617,0.395,0.404
0.586,0.169,0.326,0.529,0.849,0.395,0.455
0.662,0.127,0.316,0.336,0.829,0.526,0.505
0.556,0.079,0.208,0.485,0.834,0.539,0.53
0.496,0.048,0.119,0.38,0.829,0.487,0.455
0.311,0.037,0.148,0.248,0.789,0.355,0.354
0.331,0.058,0.652,0.292,0.784,0.355,0.303
0.451,0.032,0.474,0.336,0.541,0.355,0.303
0.401,0.058,0.534,0.325,0.662,0.342,0.303
0.361,0.042,0.158,0.314,0.571,0.329,0.253
0.361,0.016,0.326,0.353,0.728,0.289,0.227
0.351,0.085,0.514,0.386,0.784,0.434,0.354
0.371,0.132,0.435,0.347,0.768,0.395,0.53
0.346,0.138,0.227,0.474,0.652,0.592,0.505
0.326,0.212,0.148,0.573,0.647,0.513,0.278
0.381,0.18,0.306,0.556,0.561,0.355,0.152
